11.04.2023                                                                                                     Saída dinâmica de lista                                                                                                             1


		 Val/MoeACC	MdACC	Def.proj.	Material	  Qtd.entr.	Texto breve material	     Valor/MT	Elemento PEP	Data doc.	Usuário	Nº doc.	Itm	 Valor/MObj	Denominação	Entrado em	Nº doc.ref
		     34,64	BRL	B-0732194	3480340	         4	PARAFUSO CAB QUAD ACO  16X 550	       34,64	B-0732194-SUPR	15.01.2022	STC546580	1077628906		     34,64	SM para projeto	15.01.2022	4900026836
		  1.270,46	BRL	B-0732194	3480340	       106	PARAFUSO CAB QUAD ACO  16X 550	    1.270,46	B-0732194-SUPR	18.10.2022	STC248573	1084040870		  1.270,46	SM para projeto	18.10.2022	4900857651
		-117,00	BRL	B-0732194	3480340	-10	PARAFUSO CAB QUAD ACO  16X 550	-117,00	B-0732194-SUPR	18.10.2022	STC546580	1086614545		-117,00	SM para projeto	31.01.2023	4900086759
		     24,41	BRL	B-0732194	3480340	         2	PARAFUSO CAB QUAD ACO  16X 550	       24,41	B-0732194-SUPR	10.03.2023	STC248573	1087621452		     24,41	SM para projeto	10.03.2023	4900209368
		     24,46	BRL	B-0732194	3480340	         2	PARAFUSO CAB QUAD ACO  16X 550	       24,46	B-0732194-SUPR	18.03.2023	STC248573	1087782579		     24,46	SM para projeto	18.03.2023	4900234377
		     24,34	BRL	B-0732194	3480340	         2	PARAFUSO CAB QUAD ACO  16X 550	       24,34	B-0732194-SUPR	02.03.2023	STC248573	1087472224		     24,34	SM para projeto	02.03.2023	4900183273
	*			B-0732194	3480340	       102	PARAFUSO CAB QUAD ACO  16X 550	    1.226,67
		-18,04	BRL	B-0732194	3480345	-2	PARAFUSO CAB QUAD ACO  16X 600	-18,04	B-0732194-SUPR	15.01.2022	STC546580	1077628907		-18,04	SM para projeto	15.01.2022	4900026837
		     18,04	BRL	B-0732194	3480345	         2	PARAFUSO CAB QUAD ACO  16X 600	       18,04	B-0732194-SUPR	15.01.2022	STC546580	1077628906		     18,04	SM para projeto	15.01.2022	4900026836
		     23,62	BRL	B-0732194	3480345	         2	PARAFUSO CAB QUAD ACO  16X 600	       23,62	B-0732194-SUPR	10.03.2023	STC248573	1087621452		     23,62	SM para projeto	10.03.2023	4900209368
		     23,61	BRL	B-0732194	3480345	         2	PARAFUSO CAB QUAD ACO  16X 600	       23,61	B-0732194-SUPR	18.03.2023	STC248573	1087782579		     23,61	SM para projeto	18.03.2023	4900234377
		     23,63	BRL	B-0732194	3480345	         2	PARAFUSO CAB QUAD ACO  16X 600	       23,63	B-0732194-SUPR	02.03.2023	STC248573	1087472224		     23,63	SM para projeto	02.03.2023	4900183273
	*			B-0732194	3480345	         6	PARAFUSO CAB QUAD ACO  16X 600	       70,86
		     32,61	BRL	B-0732194	3480405	        12	PARAFUSO QUAD SAE1010/20    M16X  50,0MM	       32,61	B-0732194-SUPR	17.02.2022	STC546580	1078362474		     32,61	SM para projeto	17.02.2022	4900108903
	*			B-0732194	3480405	        12	PARAFUSO QUAD SAE1010/20    M16X  50,0MM	       32,61
		    456,55	BRL	B-0732194	3480490	        57	PARAFUSO CAB QUAD ACO  16X 700	      456,55	B-0732194-SUPR	18.10.2022	STC248573	1084040870		    456,55	SM para projeto	18.10.2022	4900857651
	*			B-0732194	3480490	        57	PARAFUSO CAB QUAD ACO  16X 700	      456,55
		  1.834,09	BRL	B-0732194	3481050	       156	PARAFUSO CAB SEXT INOX 12X  50	    1.834,09	B-0732194-SUPR	18.10.2022	STC248573	1084040870		  1.834,09	SM para projeto	18.10.2022	4900857651
		-1.894,20	BRL	B-0732194	3481050	-156	PARAFUSO CAB SEXT INOX 12X  50	-1.894,20	B-0732194-SUPR	18.10.2022	STC546580	1087791764		-1.894,20	SM para projeto	18.03.2023	4900234367
	*			B-0732194	3481050	         0	PARAFUSO CAB SEXT INOX 12X  50	-60,11
		     45,48	BRL	B-0732194	3485166	        13	PARAFUSO PRISIONEIRO ACO   85MM	       45,48	B-0732194-SUPR	18.10.2022	STC248573	1084040870		     45,48	SM para projeto	18.10.2022	4900857651
		-45,41	BRL	B-0732194	3485166	-13	PARAFUSO PRISIONEIRO ACO   85MM	-45,41	B-0732194-SUPR	18.10.2022	STC546580	1087791764		-45,41	SM para projeto	18.03.2023	4900234367
	*			B-0732194	3485166	         0	PARAFUSO PRISIONEIRO ACO   85MM	        0,07
		  4.358,52	BRL	B-0732194	3485167	     1.168	PARAFUSO PRISIONEIRO ACO  219MM  M20	    4.358,52	B-0732194-SUPR	18.10.2022	STC248573	1084040870		  4.358,52	SM para projeto	18.10.2022	4900857651
		-3.331,08	BRL	B-0732194	3485167	-879	PARAFUSO PRISIONEIRO ACO  219MM  M20	-3.331,08	B-0732194-SUPR	18.10.2022	STC546580	1087791764		-3.331,08	SM para projeto	18.03.2023	4900234367
		-337,20	BRL	B-0732194	3485167	-89	PARAFUSO PRISIONEIRO ACO  219MM  M20	-337,20	B-0732194-SUPR	18.10.2022	STC546580	1088318098		-337,20	SM para projeto	31.03.2023	4900276458
		-757,75	BRL	B-0732194	3485167	-200	PARAFUSO PRISIONEIRO ACO  219MM  M20	-757,75	B-0732194-SUPR	18.10.2022	STC248573	1088497774		-757,75	SM para projeto	11.04.2023	4900299544
	*			B-0732194	3485167	         0	PARAFUSO PRISIONEIRO ACO  219MM  M20	-67,51
		    129,27	BRL	B-0732194	3486040	        19	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	      129,27	B-0732194-SUPR	09.04.2021	SIR248573	1072464239		    129,27	SM para projeto	09.04.2021	4900241198
		-129,27	BRL	B-0732194	3486040	-19	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	-129,27	B-0732194-SUPR	09.04.2021	SIR248573	1073006839		-129,27	SM para projeto	11.05.2021	4900323134
		-1.224,48	BRL	B-0732194	3486040	-109	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	-1.224,48	B-0732194-SUPR	15.01.2022	STC546580	1077628907		-1.224,48	SM para projeto	15.01.2022	4900026837
		    450,48	BRL	B-0732194	3486040	        40	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	      450,48	B-0732194-SUPR	08.01.2022	STC546580	1077500912		    450,48	SM para projeto	08.01.2022	4900009096
		  1.224,48	BRL	B-0732194	3486040	       109	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	    1.224,48	B-0732194-SUPR	15.01.2022	STC546580	1077628906		  1.224,48	SM para projeto	15.01.2022	4900026836
		  2.951,34	BRL	B-0732194	3486040	       232	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	    2.951,34	B-0732194-SUPR	18.10.2022	STC248573	1084040870		  2.951,34	SM para projeto	18.10.2022	4900857651
		-450,48	BRL	B-0732194	3486040	-40	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	-450,48	B-0732194-SUPR	08.01.2022	STC248573	1086676013		-450,48	SM para projeto	01.02.2023	4900093019
		-2.951,34	BRL	B-0732194	3486040	-232	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	-2.951,34	B-0732194-SUPR	18.10.2022	STC248573	1086676012		-2.951,34	SM para projeto	01.02.2023	4900093018
		    414,97	BRL	B-0732194	3486040	        30	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	      414,97	B-0732194-SUPR	11.04.2023	STC248573	1088496465		    414,97	SM para projeto	11.04.2023	4900299043
		     57,83	BRL	B-0732194	3486040	         4	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	       57,83	B-0732194-SUPR	02.03.2023	STC248573	1087472224		     57,83	SM para projeto	02.03.2023	4900183273
	*			B-0732194	3486040	        34	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	      472,80
		-38,11	BRL	B-0732194	3490080	-60	PORCA QUAD SAE1020 MG     M16	-38,11	B-0732194-SUPR	15.01.2022	STC546580	1077628907		-38,11	SM para projeto	15.01.2022	4900026837
		     30,31	BRL	B-0732194	3490080	        60	PORCA QUAD SAE1020 MG     M16	       30,31	B-0732194-SUPR	08.01.2022	STC546580	1077500912		     30,31	SM para projeto	08.01.2022	4900009096
		     38,11	BRL	B-0732194	3490080	        60	PORCA QUAD SAE1020 MG     M16	       38,11	B-0732194-SUPR	15.01.2022	STC546580	1077628906		     38,11	SM para projeto	15.01.2022	4900026836
		     33,03	BRL	B-0732194	3490080	        52	PORCA QUAD SAE1020 MG     M16	       33,03	B-0732194-SUPR	15.01.2022	STC546580	1077640920		     33,03	SM para projeto	15.01.2022	4900026940
		-33,03	BRL	B-0732194	3490080	-52	PORCA QUAD SAE1020 MG     M16	-33,03	B-0732194-SUPR	15.01.2022	STC546580	1083220048		-33,03	SM para projeto	19.09.2022	4900756578
		    221,60	BRL	B-0732194	3490080	       293	PORCA QUAD SAE1020 MG     M16	      221,60	B-0732194-SUPR	18.10.2022	STC248573	1084040870		    221,60	SM para projeto	18.10.2022	4900857651
		     33,60	BRL	B-0732194	3490080	        44	PORCA QUAD SAE1020 MG     M16	       33,60	B-0732194-SUPR	11.04.2023	STC248573	1088496465		     33,60	SM para projeto	11.04.2023	4900299043
		      6,12	BRL	B-0732194	3490080	         8	PORCA QUAD SAE1020 MG     M16	        6,12	B-0732194-SUPR	10.03.2023	STC248573	1087621452		      6,12	SM para projeto	10.03.2023	4900209368
		      6,14	BRL	B-0732194	3490080	         8	PORCA QUAD SAE1020 MG     M16	        6,14	B-0732194-SUPR	02.03.2023	STC248573	1087472224		      6,14	SM para projeto	02.03.2023	4900183273
		      6,12	BRL	B-0732194	3490080	         8	PORCA QUAD SAE1020 MG     M16	        6,12	B-0732194-SUPR	18.03.2023	STC248573	1087782579		      6,12	SM para projeto	18.03.2023	4900234377
	*			B-0732194	3490080	       421	PORCA QUAD SAE1020 MG     M16	      303,89
		-76,21	BRL	B-0732194	3493315	-220	ARRUELA LIS QUAD SAE1020 M18	-76,21	B-0732194-SUPR	15.01.2022	STC546580	1077628907		-76,21	SM para projeto	15.01.2022	4900026837
		     34,64	BRL	B-0732194	3493315	       100	ARRUELA LIS QUAD SAE1020 M18	       34,64	B-0732194-SUPR	08.01.2022	STC546580	1077500912		     34,64	SM para projeto	08.01.2022	4900009096
		     76,21	BRL	B-0732194	3493315	       220	ARRUELA LIS QUAD SAE1020 M18	       76,21	B-0732194-SUPR	15.01.2022	STC546580	1077628906		     76,21	SM para projeto	15.01.2022	4900026836
		     45,72	BRL	B-0732194	3493315	       132	ARRUELA LIS QUAD SAE1020 M18	       45,72	B-0732194-SUPR	15.01.2022	STC546580	1077640920		     45,72	SM para projeto	15.01.2022	4900026940
		-45,72	BRL	B-0732194	3493315	-132	ARRUELA LIS QUAD SAE1020 M18	-45,72	B-0732194-SUPR	15.01.2022	STC546580	1083220048		-45,72	SM para projeto	19.09.2022	4900756578
		    425,72	BRL	B-0732194	3493315	     1.117	ARRUELA LIS QUAD SAE1020 M18	      425,72	B-0732194-SUPR	18.10.2022	STC248573	1084040870		    425,72	SM para projeto	18.10.2022	4900857651
		-20,96	BRL	B-0732194	3493315	-51	ARRUELA LIS QUAD SAE1020 M18	-20,96	B-0732194-SUPR	18.10.2022	STC546580	1087621582		-20,96	SM para projeto	10.03.2023	4900208947
		-43,86	BRL	B-0732194	3493315	-100	ARRUELA LIS QUAD SAE1020 M18	-43,86	B-0732194-SUPR	18.10.2022	STC546580	1087624034		-43,86	SM para projeto	10.03.2023	4900209607
		-30,70	BRL	B-0732194	3493315	-70	ARRUELA LIS QUAD SAE1020 M18	-30,70	B-0732194-SUPR	18.10.2022	STC546580	1087624105		-30,70	SM para projeto	10.03.2023	4900209785
		-251,20	BRL	B-0732194	3493315	-576	ARRUELA LIS QUAD SAE1020 M18	-251,20	B-0732194-SUPR	18.10.2022	STC546580	1087757525		-251,20	SM para projeto	17.03.2023	4900233843
		     43,44	BRL	B-0732194	3493315	       100	ARRUELA LIS QUAD SAE1020 M18	       43,44	B-0732194-SUPR	11.04.2023	STC248573	1088496465		     43,44	SM para projeto	11.04.2023	4900299043
		-13,15	BRL	B-0732194	3493315	-30	ARRUELA LIS QUAD SAE1020 M18	-13,15	B-0732194-SUPR	18.10.2022	STC546580	1087669417		-13,15	SM para projeto	14.03.2023	4900217220
		-13,15	BRL	B-0732194	3493315	-30	ARRUELA LIS QUAD SAE1020 M18	-13,15	B-0732194-SUPR	18.10.2022	STC546580	1087673543		-13,15	SM para projeto	14.03.2023	4900218244
		-96,40	BRL	B-0732194	3493315	-220	ARRUELA LIS QUAD SAE1020 M18	-96,40	B-0732194-SUPR	18.10.2022	STC546580	1087676895		-96,40	SM para projeto	14.03.2023	4900219751
		-17,45	BRL	B-0732194	3493315	-40	ARRUELA LIS QUAD SAE1020 M18	-17,45	B-0732194-SUPR	18.10.2022	STC546580	1087752532		-17,45	SM para projeto	17.03.2023	4900232913
		      3,78	BRL	B-0732194	3493315	        10	ARRUELA LIS QUAD SAE1020 M18	        3,78	B-0732194-SUPR	02.03.2023	STC248573	1087472224		      3,78	SM para projeto	02.03.2023	4900183273
		      4,36	BRL	B-0732194	3493315	        10	ARRUELA LIS QUAD SAE1020 M18	        4,36	B-0732194-SUPR	18.03.2023	STC248573	1087782579		      4,36	SM para projeto	18.03.2023	4900234377
	*			B-0732194	3493315	       220	ARRUELA LIS QUAD SAE1020 M18	       25,07
		-6,44	BRL	B-0732194	3493325	-12	ARRUELA QUAD ACO  38 F14,00	-6,44	B-0732194-SUPR	15.01.2022	STC546580	1077628907		-6,44	SM para projeto	15.01.2022	4900026837
		      6,44	BRL	B-0732194	3493325	        12	ARRUELA QUAD ACO  38 F14,00	        6,44	B-0732194-SUPR	15.01.2022	STC546580	1077628906		      6,44	SM para projeto	15.01.2022	4900026836
		      4,29	BRL	B-0732194	3493325	         8	ARRUELA QUAD ACO  38 F14,00	        4,29	B-0732194-SUPR	15.01.2022	STC546580	1077640920		      4,29	SM para projeto	15.01.2022	4900026940
		-4,29	BRL	B-0732194	3493325	-8	ARRUELA QUAD ACO  38 F14,00	-4,29	B-0732194-SUPR	15.01.2022	STC546580	1083220048		-4,29	SM para projeto	19.09.2022	4900756578
		    137,65	BRL	B-0732194	3493325	       264	ARRUELA QUAD ACO  38 F14,00	      137,65	B-0732194-SUPR	18.10.2022	STC248573	1084040870		    137,65	SM para projeto	18.10.2022	4900857651
		-140,73	BRL	B-0732194	3493325	-264	ARRUELA QUAD ACO  38 F14,00	-140,73	B-0732194-SUPR	18.10.2022	STC546580	1087757525		-140,73	SM para projeto	17.03.2023	4900233843
		      2,07	BRL	B-0732194	3493325	         4	ARRUELA QUAD ACO  38 F14,00	        2,07	B-0732194-SUPR	10.03.2023	STC248573	1087621442		      2,07	SM para projeto	10.03.2023	4900209216
	*			B-0732194	3493325	         4	ARRUELA QUAD ACO  38 F14,00	-1,01
		    199,84	BRL	B-0732194	4401035	    58,000	CORDOALHA ACO ZINCADO EAR 7,9 MM	      199,84	B-0732194-SUPR	18.10.2022	STC248573	1084040870		    199,84	SM para projeto	18.10.2022	4900857651
		-292,12	BRL	B-0732194	4401035	-58,000	CORDOALHA ACO ZINCADO EAR 7,9 MM	-292,12	B-0732194-SUPR	18.10.2022	STC546580	1087757525		-292,12	SM para projeto	17.03.2023	4900233843
	*			B-0732194	4401035	     0,000	CORDOALHA ACO ZINCADO EAR 7,9 MM	-92,28
		  5.944,87	BRL	B-0732194	4401045	 1.135,000	CORDOALHA ACO ZINCADO EAR 9,5 MM	    5.944,87	B-0732194-SUPR	18.10.2022	STC248573	1084040870		  5.944,87	SM para projeto	18.10.2022	4900857651
	*			B-0732194	4401045	 1.135,000	CORDOALHA ACO ZINCADO EAR 9,5 MM	    5.944,87
		    705,86	BRL	B-0732194	4401065	   561,000	CORDOALHA ACO ZINC  MR   6,4MM	      705,86	B-0732194-SUPR	18.10.2022	STC248573	1084040870		    705,86	SM para projeto	18.10.2022	4900857651
	*			B-0732194	4401065	   561,000	CORDOALHA ACO ZINC  MR   6,4MM	      705,86
		  2.297,80	BRL	B-0732194	4401075	   953,500	CORDOALHA ACO ZINC  MR   9,5MM	    2.297,80	B-0732194-SUPR	18.10.2022	STC248573	1084040870		  2.297,80	SM para projeto	18.10.2022	4900857651
	*			B-0732194	4401075	   953,500	CORDOALHA ACO ZINC  MR   9,5MM	    2.297,80
		      2,56	BRL	B-0732194	4404015	     0,500	ARAME ACO ZINCADO 12 BWG	        2,56	B-0732194-SUPR	18.10.2022	STC248573	1084040870		      2,56	SM para projeto	18.10.2022	4900857651
		-2,56	BRL	B-0732194	4404015	-0,500	ARAME ACO ZINCADO 12 BWG	-2,56	B-0732194-SUPR	18.10.2022	STC546580	1087757525		-2,56	SM para projeto	17.03.2023	4900233843
	*			B-0732194	4404015	     0,000	ARAME ACO ZINCADO 12 BWG	        0,00
		-322,02	BRL	B-0732194	4404025	-22,500	ARAME ACO ZINCADO 8 BWG	-322,02	B-0732194-SUPR	15.01.2022	STC546580	1077628907		-322,02	SM para projeto	15.01.2022	4900026837
		    322,02	BRL	B-0732194	4404025	    22,500	ARAME ACO ZINCADO 8 BWG	      322,02	B-0732194-SUPR	15.01.2022	STC546580	1077628906		    322,02	SM para projeto	15.01.2022	4900026836
		    322,02	BRL	B-0732194	4404025	    22,500	ARAME ACO ZINCADO 8 BWG	      322,02	B-0732194-SUPR	15.01.2022	STC546580	1077640920		    322,02	SM para projeto	15.01.2022	4900026940
		-322,02	BRL	B-0732194	4404025	-22,500	ARAME ACO ZINCADO 8 BWG	-322,02	B-0732194-SUPR	15.01.2022	STC546580	1081569211		-322,02	SM para projeto	10.07.2022	4900533424
		-322,02	BRL	B-0732194	4404025	-22,500	ARAME ACO ZINCADO 8 BWG	-322,02	B-0732194-SUPR	15.01.2022	STC546580	1081569212		-322,02	SM para projeto	10.07.2022	4900533425
		    322,02	BRL	B-0732194	4404025	    22,500	ARAME ACO ZINCADO 8 BWG	      322,02	B-0732194-SUPR	15.01.2022	STC546580	1081569203		    322,02	SM para projeto	10.07.2022	4900533416
	*			B-0732194	4404025	     0,000	ARAME ACO ZINCADO 8 BWG	        0,00
		-2,10	BRL	B-0732194	5040005	-6	GRAMPO ACO FITA 3/4"	-2,10	B-0732194-SUPR	15.01.2022	STC546580	1077628907		-2,10	SM para projeto	15.01.2022	4900026837
		      2,10	BRL	B-0732194	5040005	         6	GRAMPO ACO FITA 3/4"	        2,10	B-0732194-SUPR	15.01.2022	STC546580	1077628906		      2,10	SM para projeto	15.01.2022	4900026836
	*			B-0732194	5040005	         0	GRAMPO ACO FITA 3/4"	        0,00
		-217,06	BRL	B-0732194	5040025	-4	FITA ACO INOXIDAVEL 0,50X19,00MM	-217,06	B-0732194-SUPR	15.01.2022	STC546580	1077628907		-217,06	SM para projeto	15.01.2022	4900026837
		    217,06	BRL	B-0732194	5040025	         4	FITA ACO INOXIDAVEL 0,50X19,00MM	      217,06	B-0732194-SUPR	15.01.2022	STC546580	1077628906		    217,06	SM para projeto	15.01.2022	4900026836
	*			B-0732194	5040025	         0	FITA ACO INOXIDAVEL 0,50X19,00MM	        0,00
		-7,26	BRL	B-0732194	7511022	-2	PLACA INDICATIVA LOCALIZACAO EQUIP AL	-7,26	B-0732194-SUPR	15.01.2022	STC546580	1077628907		-7,26	SM para projeto	15.01.2022	4900026837
		      7,26	BRL	B-0732194	7511022	         2	PLACA INDICATIVA LOCALIZACAO EQUIP AL	        7,26	B-0732194-SUPR	15.01.2022	STC546580	1077628906		      7,26	SM para projeto	15.01.2022	4900026836
		     25,15	BRL	B-0732194	7511022	         7	PLACA INDICATIVA LOCALIZACAO EQUIP AL	       25,15	B-0732194-SUPR	18.10.2022	STC248573	1084040870		     25,15	SM para projeto	18.10.2022	4900857651
	*			B-0732194	7511022	         7	PLACA INDICATIVA LOCALIZACAO EQUIP AL	       25,15

	**			B-0732194		     3.590		  223.840,40
						   162,000
						 4.287,000

		  2.148,68	BRL	B-0786103	0210422	         1	TRAFO 1FF 10KVA 13,8KV 220V 5T MI	    2.148,68	B-0786103-SUPR	03.07.2019	EPC467571	1062447514		  2.148,68	SM para projeto	03.07.2019	4900522807
		-2.148,68	BRL	B-0786103	0210422	-1	TRAFO 1FF 10KVA 13,8KV 220V 5T MI	-2.148,68	B-0786103-SUPR	18.08.2020	EPC467571	1068759204		-2.148,68	DM para projeto	18.08.2020	4900546837
	*			B-0786103	0210422	         0	TRAFO 1FF 10KVA 13,8KV 220V 5T MI	        0,00
		    238,82	BRL	B-0786103	0400025	         2	PARA-RAIOS RD  12,00KV  10KA	      238,82	B-0786103-SUPR	27.06.2019	EPC467571	1062360969		    238,82	SM para projeto	27.06.2019	4900511074
		-238,82	BRL	B-0786103	0400025	-2	PARA-RAIOS RD  12,00KV  10KA	-238,82	B-0786103-SUPR	24.08.2020	EPC390578	1068866587		-238,82	DM para projeto	24.08.2020	4900567581
	*			B-0786103	0400025	         0	PARA-RAIOS RD  12,00KV  10KA	        0,00
		    305,02	BRL	B-0786103	0530010	         2	CHAVE FUS DIST C   15KV 100A 7,1KA	      305,02	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		    305,02	B0786103SUPR	27.06.2019	4900511070
		-305,02	BRL	B-0786103	0530010	-2	CHAVE FUS DIST C   15KV 100A 7,1KA	-305,02	B-0786103-SUPR	24.08.2020	EPC390578	1068866587		-305,02	DM para projeto	24.08.2020	4900567581
	*			B-0786103	0530010	         0	CHAVE FUS DIST C   15KV 100A 7,1KA	        0,00
		      7,60	BRL	B-0786103	0536136	         2	ELO FUSIVEL 15,0/36,2KV 0,5H  PRATA (FP)	        7,60	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      7,60	B0786103SUPR	27.06.2019	4900511070
		-7,60	BRL	B-0786103	0536136	-2	ELO FUSIVEL 15,0/36,2KV 0,5H  PRATA (FP)	-7,60	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-7,60	DM para projeto	19.08.2020	4900551632
	*			B-0786103	0536136	         0	ELO FUSIVEL 15,0/36,2KV 0,5H  PRATA (FP)	        0,00
		      6,23	BRL	B-0786103	2200001	     0,350	FIO ALUM NU H14/H24 21,15MM2	        6,23	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      6,23	B0786103SUPR	27.06.2019	4900511070
		-6,23	BRL	B-0786103	2200001	-0,350	FIO ALUM NU H14/H24 21,15MM2	-6,23	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-6,23	DM para projeto	19.08.2020	4900551632
	*			B-0786103	2200001	     0,000	FIO ALUM NU H14/H24 21,15MM2	        0,00
		    120,27	BRL	B-0786103	2203008	     4,000	CABO COBRE NU C2A MD 35 MM2	      120,27	B-0786103-SUPR	27.06.2019	EPC467571	1062360969		    120,27	SM para projeto	27.06.2019	4900511074
		-120,28	BRL	B-0786103	2203008	-4,000	CABO COBRE NU C2A MD 35 MM2	-120,28	B-0786103-SUPR	24.08.2020	EPC390578	1068866587		-120,28	DM para projeto	24.08.2020	4900567581
		      0,01	BRL	B-0786103	2203008		CABO COBRE NU C2A MD 35 MM2	        0,01	B-0786103-SUPR	12.05.2022	CLB140490	1080190894		      0,01	Doctos Razão - Material	12.05.2022	100778991
	*			B-0786103	2203008	     0,000	CABO COBRE NU C2A MD 35 MM2	        0,00
		    277,86	BRL	B-0786103	2206000	     7,500	CABO NU ACO-COBRE  2 AWG	      277,86	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		    277,86	B0786103SUPR	27.06.2019	4900511070
		-277,88	BRL	B-0786103	2206000	-7,500	CABO NU ACO-COBRE  2 AWG	-277,88	B-0786103-SUPR	18.08.2020	EPC532866	1068768459		-277,88	DM para projeto	18.08.2020	4900549963
		      0,02	BRL	B-0786103	2206000		CABO NU ACO-COBRE  2 AWG	        0,02	B-0786103-SUPR	12.05.2022	CLB140490	1080190892		      0,02	Doctos Razão - Material	12.05.2022	100778989
	*			B-0786103	2206000	     0,000	CABO NU ACO-COBRE  2 AWG	        0,00
		     65,54	BRL	B-0786103	2223030	     6,000	CABO POT CU   1KV PVC   1X  35,00	       65,54	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		     65,54	B0786103SUPR	27.06.2019	4900511070
		-65,52	BRL	B-0786103	2223030	-6,000	CABO POT CU   1KV PVC   1X  35,00	-65,52	B-0786103-SUPR	24.08.2020	EPC390578	1068866587		-65,52	DM para projeto	24.08.2020	4900567581
		-0,02	BRL	B-0786103	2223030		CABO POT CU   1KV PVC   1X  35,00	-0,02	B-0786103-SUPR	12.05.2022	CLB140490	1080190904		-0,02	Doctos Razão - Material	12.05.2022	100779001
	*			B-0786103	2223030	     0,000	CABO POT CU   1KV PVC   1X  35,00	        0,00
		      5,25	BRL	B-0786103	2230034	     1,000	CABO AS AL  1KV 2X 35RC+1X 35 NI	        5,25	B-0786103-SUPR	06.08.2019	EPC415509	1063014795		      5,25	B0786103SUPR	06.08.2019	4900639214
		-5,25	BRL	B-0786103	2230034	-1,000	CABO AS AL  1KV 2X 35RC+1X 35 NI	-5,25	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-5,25	DM para projeto	19.08.2020	4900551632
	*			B-0786103	2230034	     0,000	CABO AS AL  1KV 2X 35RC+1X 35 NI	        0,00
		      7,93	BRL	B-0786103	2278000	     0,270	FITA MET POSTE LISA   10X  1,00MM	        7,93	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      7,93	B0786103SUPR	27.06.2019	4900511070
		-7,93	BRL	B-0786103	2278000	-0,270	FITA MET POSTE LISA   10X  1,00MM	-7,93	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-7,93	DM para projeto	19.08.2020	4900551632
	*			B-0786103	2278000	     0,000	FITA MET POSTE LISA   10X  1,00MM	        0,00
		      7,07	BRL	B-0786103	2300000	         3	ISOLADOR ROLDANA PORC  76,0MM  1350DAN.	        7,07	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      7,07	B0786103SUPR	27.06.2019	4900511070
		      0,01	BRL	B-0786103	2300000		ISOLADOR ROLDANA PORC  76,0MM  1350DAN.	        0,01	B-0786103-SUPR	12.05.2022	CLB140490	1080190897		      0,01	Doctos Razão - Material	12.05.2022	100778994
		-7,08	BRL	B-0786103	2300000	-3	ISOLADOR ROLDANA PORC  76,0MM  1350DAN.	-7,08	B-0786103-SUPR	18.08.2020	EPC390578	1068763795		-7,08	DM para projeto	18.08.2020	4900550019
	*			B-0786103	2300000	         0	ISOLADOR ROLDANA PORC  76,0MM  1350DAN.	        0,00
		     75,47	BRL	B-0786103	2310007	         4	ISOLADOR PINO PORC P3-125-1	       75,47	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		     75,47	B0786103SUPR	27.06.2019	4900511070
		-75,48	BRL	B-0786103	2310007	-4	ISOLADOR PINO PORC P3-125-1	-75,48	B-0786103-SUPR	24.08.2020	EPC390578	1068866587		-75,48	DM para projeto	24.08.2020	4900567581
		      0,01	BRL	B-0786103	2310007		ISOLADOR PINO PORC P3-125-1	        0,01	B-0786103-SUPR	12.05.2022	CLB140490	1080190898		      0,01	Doctos Razão - Material	12.05.2022	100778995
	*			B-0786103	2310007	         0	ISOLADOR PINO PORC P3-125-1	        0,00
		      1,10	BRL	B-0786103	2401001	         1	CONETOR CUNHA EST VD	        1,10	B-0786103-SUPR	06.08.2019	EPC415509	1063014795		      1,10	B0786103SUPR	06.08.2019	4900639214
		-1,10	BRL	B-0786103	2401001	-1	CONETOR CUNHA EST VD	-1,10	B-0786103-SUPR	19.08.2020	EPC390578	1068776654		-1,10	DM para projeto	19.08.2020	4900551632
	*			B-0786103	2401001	         0	CONETOR CUNHA EST VD	        0,00
		      5,58	BRL	B-0786103	2401006	         3	CONETOR CUNHA EST BR/VM	        5,58	B-0786103-SUPR	27.06.2019	EPC467571	1062360964		      5,58	B0786103SUPR	27.06.2019	4900511070
